Unnamed: 0,car_name,registration_year,insurance_validity,fuel_type,seats,kms_driven,ownsership,transmission,manufacturing_year,mileage(kmpl),engine(cc),max_power(bhp),torque(Nm),price(in lakhs),price(in lakhs)_Scaled
973,2018 Maruti Ciaz 1.3 Alpha,Jun-18,Comprehensive,Diesel,5,59870.0,First Owner,Manual,2018,28.09,1248.0,1248.0,885.0,7.27,-0.04555648520511054
974,2013 Hyundai Grand i10 1.2 Kappa Magna BSIV,Sep-13,Comprehensive,Petrol,5,50000.0,Second Owner,Manual,2013,18.9,1197.0,1197.0,8186.0,3.95,-0.04651388624022028
975,2021 Mercedes-Benz G G 350d,Apr-21,Comprehensive,Diesel,5,38000.0,First Owner,Automatic,2021,8.13,2925.0,2925.0,28161.0,2.45,-0.04694644694885419
976,2013 Maruti Ritz VXi,Jan-14,Comprehensive,Petrol,5,80330.0,First Owner,Manual,2013,1197.0,8580.0,8580.0,114.0,2.93,-0.04680802752209133
977,2015 Honda City V MT,Nov-15,Third Party insurance,Petrol,5,94000.0,First Owner,Manual,2015,16.8,1497.0,1497.0,1163.0,6.25,-0.045850626486981606
978,2018 Land Rover Discovery Sport TD4 SE,Nov-18,Zero Dep,Diesel,7,37800.0,First Owner,Automatic,2018,12.83,1999.0,1999.0,14831.0,37.9,-0.03672359553480601
979,2019 Audi Q7 45 TDI Quattro Premium Plus,Jul-19,Third Party insurance,Diesel,7,25000.0,First Owner,Automatic,2019,14.75,2967.0,2967.0,245.0,65.5,-0.028764478495941985
980,2019 Tata Harrier XZ BSVI,Jun-19,Comprehensive,Diesel,5,29294.0,First Owner,Manual,2019,16.35,1956.0,1956.0,16767.0,13.65,-0.043716660324387625
981,2023 Kia Seltos HTX IVT G,Apr-23,Comprehensive,Petrol,5,6800.0,First Owner,Automatic,2023,16.8,1497.0,1497.0,11342.0,16.95,-0.04276502676539302
982,2020 Ford Figo Titanium BSIV,Jan-21,Comprehensive,Petrol,5,16847.0,First Owner,Manual,2020,20.4,1194.0,1194.0,9493.0,5.94,-0.04594002236676595
983,2017 Mercedes-Benz CLA Urban Sport 200d,Jul-17,Comprehensive,Diesel,5,70000.0,Third Owner,Automatic,2017,17.9,2143.0,2143.0,1341.0,17.5,-0.042606421172227245
984,2022 Audi Q5 Technology BSVI,Oct-22,Third Party insurance,Petrol,5,25500.0,First Owner,Automatic,2022,13.47,1984.0,1984.0,24559.0,55.8,-0.03156170441177463
985,2018 Renault Duster 110PS Diesel RxZ AMT,Jun-18,Comprehensive,Diesel,5,65865.0,First Owner,Automatic,2018,19.6,1461.0,1461.0,10845.0,7.99,-0.04534885606496626
986,2021 Audi A6 45 TFSI Technology BSVI,Jul-21,Comprehensive,Petrol,5,1000.0,First Owner,Automatic,2021,14.11,1984.0,1984.0,2413.0,55.9,-0.031532867031199036
987,2018 Volvo XC60 D4 Momentum,Nov-18,Comprehensive,Diesel,5,60000.0,Second Owner,Automatic,2018,14.7,1984.0,1984.0,181.0,38.0,-0.036694758154230414
988,2020 Tata Nexon XZ Plus Diesel S,Jan-21,Comprehensive,Diesel,5,54000.0,First Owner,Manual,2020,21.19,1497.0,1497.0,10849.0,9.99,-0.044772108453454376
989,2022 BMW 3 Series M340i xDrive,Jul-22,Comprehensive,Petrol,5,5500.0,First Owner,Automatic,2022,13.02,2998.0,2998.0,36878.0,72.0,-0.026890048758528358
990,2021 Honda Jazz ZX CVT,Nov-21,Comprehensive,Petrol,5,20866.0,Second Owner,Automatic,2021,17.1,1199.0,1199.0,8850.0,8.14,-0.04530559999410288
991,2023 Maruti Baleno Alpha AMT BSVI,Apr-23,Comprehensive,Petrol,5,5000.0,First Owner,Automatic,2023,22.94,1197.0,1197.0,8850.0,9.85,-0.04481248078626021
992,2010 Maruti Swift LXI,Jul-10,Comprehensive,Petrol,5,130363.0,First Owner,Manual,2010,18.6,1197.0,1197.0,858.0,1.3,-0.04727807682547352
993,2018 Mahindra Marazzo M8,Oct-18,Comprehensive,Diesel,7,73937.0,First Owner,Manual,2018,17.3,1497.0,1497.0,121.0,8.99,-0.04506048225921032
994,2017 Hyundai Creta 1.4 E Plus CRDi,Sep-17,Comprehensive,Diesel,5,40000.0,First Owner,Manual,2017,1396.0,887.0,887.0,2197.0,7.99,-0.04534885606496626
995,2020 Mercedes-Benz GLE 300d,Oct-20,Comprehensive,Diesel,5,15000.0,Second Owner,Automatic,2020,1950.0,24138.0,24138.0,500.0,74.5,-0.026169114244138498
996,2018 Nissan Micra Active XV S,Aug-18,Comprehensive,Petrol,5,42014.0,First Owner,Manual,2018,19.49,1198.0,1198.0,6704.0,4.25,-0.04642737409849349
997,2021 MG Hector Sharp DCT,Jan-21,Comprehensive,Petrol,5,34000.0,First Owner,Automatic,2021,13.96,1451.0,1451.0,141.0,16.4,-0.04292363235855878
998,2018 Maruti Vitara Brezza ZDi Plus AMT,Mar-18,Third Party insurance,Diesel,5,73000.0,First Owner,Automatic,2018,24.3,1248.0,1248.0,885.0,7.0,-0.04563434613266465
999,2019 Maruti SX4 S Cross Zeta DDiS 200 SH,Oct-19,Comprehensive,Diesel,5,59841.0,First Owner,Manual,2019,25.1,1248.0,1248.0,885.0,8.74,-0.045132575710649304
1000,2021 Kia Seltos HTX IVT G,Nov-21,Zero Dep,Petrol,5,37000.0,First Owner,Automatic,2021,16.8,1497.0,1497.0,11342.0,15.25,-0.043255262235178116
1001,2012 Toyota Etios Liva G,Jul-12,Comprehensive,Petrol,5,81949.0,First Owner,Manual,2012,17.71,1197.0,1197.0,789.0,2.92,-0.0468109112601489
1002,2017 Hyundai i10 Magna,Nov-17,Comprehensive,Petrol,5,50000.0,First Owner,Manual,2017,1197.0,789.0,789.0,1117.0,4.25,-0.04642737409849349
1003,2013 Hyundai EON D Lite Plus,2013,Third Party insurance,Petrol,5,50000.0,Second Owner,Manual,2013,814.0,552.0,552.0,745.0,1.75,-0.04714830861288335
1004,2020 Honda City ZX CVT,Jan-21,Comprehensive,Petrol,5,34769.0,First Owner,Automatic,2020,18.3,1498.0,1498.0,11935.0,13.08,-0.04388103339366851
1005,2015 Maruti Swift LXI,Dec-15,Comprehensive,Petrol,5,79656.0,First Owner,Manual,2015,1197.0,8180.0,8180.0,113.0,3.1,-0.046759003975112824
1006,2019 Mercedes-Benz C-Class Progressive C 220d,May-19,Third Party insurance,Diesel,5,55000.0,First Owner,Automatic,2019,12.6,1950.0,1950.0,194.0,34.75,-0.03763197302293723
1007,2016 Hyundai i20 Asta Option 1.2,Jan-17,Comprehensive,Petrol,5,84310.0,First Owner,Manual,2016,18.6,1197.0,1197.0,8183.0,5.64,-0.046026534508492735
1008,2018 Hyundai Grand i10 1.2 Kappa Sportz BSIV,Sep-18,Comprehensive,Petrol,5,23000.0,First Owner,Manual,2018,18.9,1197.0,1197.0,8186.0,5.15,-0.04616783767331314
1009,2016 Nissan Micra Active XV S,Apr-16,Comprehensive,Petrol,5,79362.0,First Owner,Manual,2016,19.49,1198.0,1198.0,6704.0,3.42,-0.04666672435727093
1010,2019 BMW X4 M Sport X xDrive20d,Jul-19,Comprehensive,Diesel,5,18000.0,Second Owner,Automatic,2019,16.55,1995.0,1995.0,18774.0,49.5,-0.033378459388037074
1011,2013 Maruti Ritz VXi,Nov-13,Comprehensive,Petrol,5,102511.0,First Owner,Manual,2013,1197.0,8580.0,8580.0,114.0,2.49,-0.046934911996623946
1012,2018 Maruti Ertiga CNG VXI,Jul-18,Comprehensive,CNG,7,70000.0,First Owner,Manual,2018,26.08,1462.0,1462.0,9119.0,7.65,-0.04544690315892328
1013,2017 Mercedes-Benz GLS 350d 4MATIC,Jul-17,Comprehensive,Diesel,7,80000.0,Second Owner,Automatic,2017,11.0,2987.0,2987.0,258.0,48.5,-0.03366683319379302
1014,2015 Hyundai Grand i10 Asta,May-15,Comprehensive,Petrol,5,105446.0,First Owner,Manual,2015,18.9,1197.0,1197.0,82.0,3.75,-0.04657156100137146
1015,2015 Maruti Baleno 1.2 Delta,Nov-15,Comprehensive,Petrol,5,54000.0,First Owner,Manual,2015,21.4,1197.0,1197.0,831.0,4.25,-0.04642737409849349
1016,2013 Hyundai i10 Era,Mar-13,Comprehensive,Petrol,5,75865.0,First Owner,Manual,2013,1086.0,6805.0,6805.0,9904.0,2.65,-0.046888772187702994
1017,2020 Kia Seltos HTK Plus G,Aug-20,Third Party insurance,Petrol,5,64690.0,First Owner,Manual,2020,16.8,1497.0,1497.0,11343.0,10.0,-0.044769224715396815
1018,2022 Hyundai Venue SX BSVI,Jun-22,Third Party,Petrol,5,5103.0,First Owner,Manual,2022,1197.0,8180.0,8180.0,1138.0,10.85,-0.04452410698050427
1019,2015 Tata Nano CNG XM,Sep-15,Third Party,CNG,4,52000.0,Second Owner,Manual,2015,624.0,3748.0,3748.0,51.0,1.5,-0.047220402064322334
1020,2018 Mahindra KUV 100 mFALCON G80 K2,Mar-18,Comprehensive,Petrol,6,18706.0,First Owner,Manual,2018,1198.0,82.0,82.0,115.0,4.24,-0.046430257836551046
1021,2016 Hyundai Xcent 1.2 Kappa S,Feb-17,Third Party,Petrol,5,43687.0,First Owner,Manual,2016,19.1,1197.0,1197.0,82.0,5.2,-0.04615341898302534
1022,2019 Hyundai Venue SX Plus Turbo DCT BSIV,Jun-19,Third Party insurance,Petrol,5,51000.0,First Owner,Automatic,2019,18.15,998.0,998.0,11835.0,9.75,-0.0448413181668358
1023,2012 Honda City V MT,Jun-12,Third Party insurance,Petrol,5,60758.0,Second Owner,Manual,2012,16.8,1497.0,1497.0,1163.0,4.4,-0.046384118027630095
1024,2020 Hyundai Venue SX Opt Diesel BSIV,Jun-22,Third Party insurance,Diesel,5,42000.0,First Owner,Manual,2020,23.7,1396.0,1396.0,887.0,10.5,-0.04462503781251884
1025,2016 Maruti Vitara Brezza ZDi Plus Dual Tone,May-16,Third Party insurance,Diesel,5,42261.0,First Owner,Manual,2016,24.3,1248.0,1248.0,885.0,8.85,-0.045100854592016154
1026,2015 Hyundai Grand i10 Magna,Jun-15,Comprehensive,Petrol,5,75499.0,First Owner,Manual,2015,1197.0,82.0,82.0,114.0,4.56,-0.04633797821870914
1027,2013 Hyundai Elantra CRDi Base,2013,Third Party insurance,Diesel,5,120000.0,Third Owner,Manual,2013,22.7,1582.0,1582.0,12624.0,3.99,-0.04650235128799003
1028,2015 Hyundai Grand i10 Magna,Nov-15,Third Party,Petrol,5,87109.0,Second Owner,Manual,2015,1197.0,82.0,82.0,114.0,4.59,-0.046329327004536465
1029,2019 Mahindra TUV 300 T10,Jun-19,Comprehensive,Diesel,7,69000.0,First Owner,Manual,2019,18.49,1493.0,1493.0,100.0,8.5,-0.04520178542403073
1030,2017 Volkswagen Ameo 1.5 TDI Highline AT,Nov-17,Comprehensive,Diesel,5,109000.0,First Owner,Automatic,2017,22.0,1498.0,1498.0,108495.0,6.25,-0.045850626486981606
1031,2018 Hyundai Elantra 1.6 SX Option AT,May-18,Comprehensive,Diesel,5,90001.0,First Owner,Automatic,2018,18.23,1582.0,1582.0,1262.0,10.75,-0.04455294436107986
1032,2022 Skoda Kushaq 1.5 TSI Style DSG,Apr-22,Third Party,Petrol,5,13000.0,First Owner,Automatic,2022,18.89,1498.0,1498.0,14751.0,16.5,-0.04289479497798319
1033,2011 Volkswagen Polo Diesel Comfortline 1.2L,Nov-11,Comprehensive,Diesel,5,60000.0,Second Owner,Manual,2011,22.07,1199.0,1199.0,739.0,2.4,-0.04696086563914198
1034,2010 Hyundai Accent GLE,Nov-10,Comprehensive,Petrol,5,75000.0,First Owner,Manual,2010,1495.0,94.0,94.0,125.0,1.9,-0.04710505254201995
1035,2019 Maruti XL6 Alpha AT,Nov-19,Comprehensive,Petrol,6,76000.0,First Owner,Automatic,2019,17.99,1462.0,1462.0,1032.0,9.25,-0.04498550506971377
1036,2014 Maruti Ertiga VDI,Jun-14,Third Party insurance,Diesel,7,82000.0,First Owner,Manual,2014,20.77,1248.0,1248.0,8876.0,6.5,-0.04577853303554262
1037,2016 Maruti Vitara Brezza ZDi Plus Dual Tone,May-16,Third Party insurance,Diesel,5,42261.0,First Owner,Manual,2016,24.3,1248.0,1248.0,885.0,8.85,-0.045100854592016154
1038,2015 Hyundai Grand i10 Magna,Nov-15,Third Party,Petrol,5,87109.0,Second Owner,Manual,2015,1197.0,82.0,82.0,114.0,4.59,-0.046329327004536465
1039,2014 Maruti Ertiga VDI,Jun-14,Third Party insurance,Diesel,7,82000.0,First Owner,Manual,2014,20.77,1248.0,1248.0,8876.0,6.5,-0.04577853303554262
1040,2016 Hyundai EON Era Plus,May-16,Third Party insurance,Petrol,5,47057.0,First Owner,Manual,2016,814.0,552.0,552.0,745.0,3.17,-0.046738817808709913
1041,2019 Hyundai Verna VTVT 1.6 SX,Jun-19,Zero Dep,Petrol,5,123715.0,First Owner,Manual,2019,17.0,1591.0,1591.0,1213.0,7.7,-0.04543248446863549
1042,2018 Tata Tigor 1.2 Revotron XZ,2018,Third Party insurance,Petrol,5,60000.0,1199 cc,2018,Power Steering,1199.0,84.0,84.0,114.0,4.75,-0.04628318719561552
1043,2021 Tata Tiago XT BSVI,Jan-21,Third Party,Petrol,5,36522.0,First Owner,Manual,2021,19.01,1199.0,1199.0,8482.0,5.44,-0.04608420926964392
1044,2016 Volkswagen Vento 1.6 Highline,Jun-16,Third Party insurance,Petrol,5,63000.0,First Owner,Manual,2016,16.09,1598.0,1598.0,1032.0,5.8,-0.045980394699571776
1045,2018 Volkswagen Polo 1.0 MPI Comfortline,Aug-18,Comprehensive,Petrol,5,23285.0,First Owner,Manual,2018,17.74,999.0,999.0,7510.0,5.73,-0.046000580865974694
1046,2021 Hyundai Grand i10 Nios Sportz,Jun-21,Zero Dep,Petrol,5,14596.0,Second Owner,Manual,2021,20.7,1197.0,1197.0,8186.0,6.41,-0.045804486678060655
1047,2013 Mercedes-Benz C-Class 220 CDI AT,Mar-13,Comprehensive,Diesel,5,48401.0,First Owner,Automatic,2013,14.84,2143.0,2143.0,170.0,12.0,-0.04419247710388493
1048,2021 Maruti Baleno Zeta,Aug-21,Zero Dep,Petrol,5,34377.0,First Owner,Manual,2021,21.01,1197.0,1197.0,8180.0,7.57,-0.04546997306338376
1049,2011 Mercedes-Benz M-Class ML 350 CDI,May-11,Third Party insurance,Diesel,5,127000.0,Third Owner,Automatic,2011,11.74,2987.0,2987.0,2548.0,11.0,-0.04448085090964087
1050,2018 Mercedes-Benz E-Class Exclusive E 220 d BSIV,Nov-18,Comprehensive,Diesel,5,70000.0,First Owner,Automatic,2018,16.1,1950.0,1950.0,1917.0,39.95,-0.03613242923300632
1051,2012 BMW X3 xDrive20d,2012,Third Party insurance,Diesel,5,90000.0,Second Owner,Automatic,2012,16.09,1995.0,1995.0,184.0,12.0,-0.04419247710388493
1052,2017 Ford Ecosport 1.5 Diesel Titanium Plus,May-17,Comprehensive,Diesel,5,65000.0,First Owner,Manual,2017,21.7,1498.0,1498.0,9896.0,7.25,-0.04556225268122566
1053,2020 Jeep Compass 2.0 Limited Plus,Jul-20,Comprehensive,Diesel,5,80000.0,First Owner,Manual,2020,17.1,1956.0,1956.0,17063.0,16.5,-0.04289479497798319
1054,2014 Honda Mobilio S i-DTEC,Nov-14,Comprehensive,Diesel,7,89000.0,First Owner,Manual,2014,24.2,1498.0,1498.0,986.0,5.5,-0.04606690684129856
1055,2018 Ford Ecosport 1.5 Diesel Titanium Plus,Oct-18,Comprehensive,Diesel,5,90000.0,First Owner,Manual,2018,21.7,1498.0,1498.0,9896.0,7.75,-0.045418065778347685
1056,2017 Volkswagen Vento 1.5 TDI Highline AT,Nov-17,Comprehensive,Diesel,5,109000.0,First Owner,Automatic,2017,22.15,1498.0,1498.0,1086.0,7.25,-0.04556225268122566
1057,2021 Mahindra XUV300 W8 AMT Optional Diesel BSVI,Jun-21,Zero Dep,Diesel,5,66302.0,First Owner,Automatic,2021,19.7,1497.0,1497.0,11505.0,11.24,-0.04441164119625945
1058,2012 Maruti Swift Dzire VXI,Apr-12,Third Party insurance,Petrol,5,79247.0,First Owner,Manual,2012,22.41,1197.0,1197.0,8850.0,4.1,-0.04647063016935688
1059,2017 Mini Cooper Clubman Cooper S,Feb-17,Comprehensive,Petrol,5,46000.0,First Owner,Automatic,2017,13.79,1998.0,1998.0,192.0,33.0,-0.03813662718301013
1060,2017 Maruti Baleno 1.3 Alpha,Jan-18,Third Party,Diesel,5,82051.0,First Owner,Manual,2017,27.39,1248.0,1248.0,74.0,6.07,-0.045902533772017674
1061,2021 Maruti Swift ZXI Plus,Jul-21,Third Party insurance,Petrol,5,31655.0,First Owner,Manual,2021,22.38,1197.0,1197.0,8850.0,7.75,-0.045418065778347685
1062,2017 Hyundai Grand i10 Sportz,May-17,Comprehensive,Petrol,5,16000.0,First Owner,Manual,2017,18.9,1197.0,1197.0,8186.0,5.75,-0.04599481338985958
1063,2019 Honda WR-V i-DTEC VX,Jul-19,Zero Dep,Diesel,5,59965.0,First Owner,Manual,2019,25.5,1498.0,1498.0,986.0,7.61,-0.045458438111153514
1064,2009 Hyundai i20 Asta,Nov-09,Third Party insurance,Petrol,5,60000.0,Third Owner,Manual,2009,17.0,1197.0,1197.0,805200.0,1.75,-0.04714830861288335
1065,2017 Maruti Baleno 1.2 Delta,May-17,Zero Dep,Petrol,5,103209.0,First Owner,Manual,2017,21.4,1197.0,1197.0,831.0,5.02,-0.04620532626806141
1066,2017 Maruti Baleno 1.2 Delta,Jul-17,Third Party insurance,Petrol,5,29497.0,First Owner,Manual,2017,21.4,1197.0,1197.0,831.0,5.59,-0.04604095319878052
1067,2012 Hyundai i10 Magna,Nov-12,Comprehensive,Petrol,5,51000.0,First Owner,Manual,2012,1197.0,789.0,789.0,1117.0,2.9,-0.04681667873626401
1068,2020 Hyundai Grand i10 Nios AMT Sportz,Oct-20,Third Party,Petrol,5,22849.0,First Owner,Automatic,2020,20.7,1197.0,1197.0,8186.0,6.83,-0.045683369679643156
1069,2018 Hyundai i20 1.4 Asta,Jun-18,Third Party insurance,Diesel,5,66000.0,First Owner,Manual,2018,22.54,1396.0,1396.0,8873.0,5.75,-0.04599481338985958
1070,2019 BMW X1 xDrive 20d xLine,Sep-19,Third Party insurance,Diesel,5,43000.0,First Owner,Automatic,2019,20.68,1995.0,1995.0,190.0,29.5,-0.03914593550315593
1071,2019 Maruti Vitara Brezza VDi,Dec-19,Comprehensive,Diesel,5,68000.0,First Owner,Manual,2019,24.3,1248.0,1248.0,885.0,7.5,-0.04549015922978667
1072,2018 Mercedes-Benz GLC 220d 4MATIC Sport,Aug-18,Comprehensive,Diesel,5,61000.0,First Owner,Automatic,2018,17.9,2143.0,2143.0,170.0,37.5,-0.036838945057108385
1073,2018 Maruti Ciaz Delta,Nov-18,Comprehensive,Petrol,5,35000.0,First Owner,Manual,2018,20.65,1462.0,1462.0,10325.0,6.8,-0.045692020893815834
1074,2019 Maruti Baleno Zeta CVT,Nov-19,Comprehensive,Petrol,5,47000.0,First Owner,Automatic,2019,19.56,1197.0,1197.0,8180.0,6.75,-0.045706439584103635
1075,2019 Maruti Vitara Brezza ZDi Plus,Apr-19,Third Party insurance,Diesel,5,54000.0,First Owner,Manual,2019,24.3,1248.0,1248.0,885.0,8.75,-0.04512969197259174
1076,2015 Honda City i VTEC CVT SV,Jan-16,Zero Dep,Petrol,5,72000.0,First Owner,Automatic,2015,18.0,1497.0,1497.0,1173.0,6.15,-0.045879463867557195
1077,2017 Maruti Alto 800 LXI,Jun-17,Third Party insurance,Petrol,5,62039.0,First Owner,Manual,2017,796.0,4733.0,4733.0,69.0,3.02,-0.0467820738795733
1078,2020 Maruti Baleno Zeta,Dec-20,Comprehensive,Petrol,5,23428.0,First Owner,Manual,2020,21.01,1197.0,1197.0,8180.0,7.14,-0.04559397379985882
1079,2017 Maruti SX4 S Cross Zeta DDiS 200 SH,Oct-17,Comprehensive,Diesel,5,53000.0,First Owner,Manual,2017,25.1,1248.0,1248.0,885.0,7.95,-0.0453603910171965
1080,2012 Honda City V MT,Jul-12,Comprehensive,Petrol,5,47925.0,First Owner,Manual,2012,16.8,1497.0,1497.0,1163.0,4.53,-0.04634662943288183
1081,2015 Hyundai Grand i10 Magna,Jul-15,Third Party insurance,Petrol,5,59011.0,First Owner,Manual,2015,1197.0,82.0,82.0,114.0,4.26,-0.04642449036043593
1082,2019 Mahindra Alturas G4 4X2 AT,Jul-19,Comprehensive,Diesel,7,121281.0,First Owner,Automatic,2019,12.35,2157.0,2157.0,17849.0,17.51,-0.04260353743416969
1083,2019 Hyundai Grand i10 1.2 Kappa Sportz BSIV,Jun-19,Third Party,Petrol,5,63238.0,First Owner,Manual,2019,18.9,1197.0,1197.0,8186.0,5.15,-0.04616783767331314
1084,2014 Honda City i VTEC CVT VX,Jan-14,Third Party insurance,Petrol,5,51376.0,First Owner,Automatic,2014,18.0,1497.0,1497.0,1173.0,6.0,-0.04592271993842059
1085,2013 Hyundai i10 Magna 1.1L,Jun-13,Comprehensive,Petrol,5,51196.0,First Owner,Manual,2013,1086.0,6805.0,6805.0,9904.0,3.19,-0.04673305033259479
1086,2018 Hyundai Grand i10 1.2 Kappa Sportz Option AT,Sep-18,Third Party insurance,Petrol,5,35898.0,Second Owner,Automatic,2018,18.9,1197.0,1197.0,8186.0,5.43,-0.046087093007701474
1087,2018 BMW 5 Series 520d Sport Line,May-18,Comprehensive,Diesel,5,40000.0,Second Owner,Automatic,2018,22.48,1995.0,1995.0,18774.0,34.5,-0.03770406647437621
1088,2018 Maruti Ignis 1.2 Delta BSIV,Aug-18,Comprehensive,Petrol,5,19876.0,First Owner,Manual,2018,20.89,1197.0,1197.0,8180.0,4.92,-0.046234163648637014
1089,2012 Maruti Swift VDI,Nov-12,Comprehensive,Diesel,5,68000.0,First Owner,Manual,2012,22.9,1248.0,1248.0,74.0,4.1,-0.04647063016935688
1090,2016 Honda Amaze S Petrol,Jan-16,Comprehensive,Petrol,5,40451.0,First Owner,Manual,2016,18.6,1199.0,1199.0,8876.0,5.25,-0.04613900029273755
1091,2014 Honda City i VTEC SV,Jul-14,Third Party insurance,Petrol,5,60000.0,Second Owner,Manual,2014,17.4,1497.0,1497.0,1173.0,5.55,-0.04605248815101076
1092,2013 Audi A6 2.0 TDI Premium Plus,Jun-13,Comprehensive,Diesel,5,69000.0,First Owner,Automatic,2013,17.68,1968.0,1968.0,17433.0,14.5,-0.04347154258949507
1093,2018 Maruti Baleno Zeta,Oct-18,Comprehensive,Petrol,5,98000.0,First Owner,Manual,2018,21.01,1197.0,1197.0,8180.0,6.0,-0.04592271993842059
1094,2020 Hyundai Venue SX Plus Turbo DCT,Mar-20,Zero Dep,Petrol,5,790000.0,First Owner,Automatic,2020,18.15,998.0,998.0,11835.0,9.75,-0.0448413181668358
1095,2019 Honda Jazz VX CVT,Apr-19,Zero Dep,Petrol,5,55000.0,First Owner,Automatic,2019,18.2,1199.0,1199.0,887.0,7.5,-0.04549015922978667
1096,2015 Toyota Etios GD,Apr-15,Zero Dep,Diesel,5,104000.0,First Owner,Manual,2015,23.59,1364.0,1364.0,6705.0,5.25,-0.04613900029273755
1097,2019 Maruti Alto 800 VXI BSIV,Nov-19,Zero Dep,Petrol,5,57647.0,First Owner,Manual,2019,24.7,796.0,796.0,473.0,3.52,-0.046637886976695325
1098,2017 Hyundai Grand i10 1.2 Kappa Magna BSIV,Oct-17,Third Party insurance,Petrol,5,76125.0,Second Owner,Manual,2017,18.9,1197.0,1197.0,8186.0,4.4,-0.046384118027630095
1099,2017 Maruti Swift Dzire VDI,Dec-17,Third Party,Diesel,5,94857.0,First Owner,Manual,2017,28.4,1248.0,1248.0,7402.0,6.06,-0.04590541751007523
1100,2016 Honda Amaze S i-Vtech,Apr-16,Comprehensive,Petrol,5,51499.0,First Owner,Manual,2016,18.0,1198.0,1198.0,867.0,4.96,-0.04622262869640677
1101,2023 Mahindra XUV700 AX5 7 Str Diesel AT,Feb-23,Comprehensive,Diesel,7,22468.0,First Owner,Automatic,2023,2198.0,18238.0,18238.0,450.0,22.0,-0.0413087390463255
1102,2016 Maruti Celerio ZXI,Aug-16,Zero Dep,Petrol,5,123186.0,First Owner,Manual,2016,25.24,998.0,998.0,6571.0,3.68,-0.046591747167774374
1103,2021 Maruti Wagon R VXI AMT,Aug-21,Comprehensive,Petrol,5,20000.0,First Owner,Automatic,2021,21.79,998.0,998.0,6705.0,6.1,-0.045893882557844996
1104,2015 Hyundai i20 Asta 1.2,Jan-16,Zero Dep,Petrol,5,74661.0,First Owner,Manual,2015,18.6,1197.0,1197.0,8183.0,5.45,-0.04608132553158636
1105,2012 Maruti Swift VDI,Jul-12,Comprehensive,Diesel,5,50018.0,First Owner,Manual,2012,22.9,1248.0,1248.0,74.0,4.2,-0.046441792788781286
1106,2019 Hyundai i20 1.2 Asta,Nov-19,Third Party,Petrol,5,38000.0,First Owner,Manual,2019,18.6,1197.0,1197.0,8183.0,5.6,-0.04603806946072297
1107,2021 Maruti Baleno Zeta,Jul-21,Zero Dep,Petrol,5,11971.0,First Owner,Manual,2021,21.01,1197.0,1197.0,8180.0,7.55,-0.04547574053949888
1108,2010 Fiat Punto 1.3 Emotion,2010,Third Party insurance,Diesel,5,80000.0,Third Owner,Manual,2010,20.3,1248.0,1248.0,75.0,1.0,-0.047364588967200305
1109,2014 Hyundai i20 Asta 1.2,May-14,Comprehensive,Petrol,5,64000.0,First Owner,Manual,2014,18.6,1197.0,1197.0,8183.0,5.5,-0.04606690684129856
1110,2017 Maruti Baleno 1.2 Sigma,Nov-17,Comprehensive,Petrol,5,37000.0,First Owner,Manual,2017,1197.0,831.0,831.0,115.0,5.05,-0.04619667505388873
1111,2015 Hyundai i20 Asta 1.4 CRDi,Nov-15,Comprehensive,Diesel,5,92000.0,First Owner,Manual,2015,22.54,1396.0,1396.0,8873.0,5.95,-0.045937138628708386
1112,2019 Maruti Alto K10 VXI,Nov-19,Comprehensive,Petrol,5,70000.0,Second Owner,Manual,2019,23.95,998.0,998.0,6705.0,3.4,-0.04667249183338604
1113,2021 Maruti Vitara Brezza LXI,Nov-21,Comprehensive,Petrol,5,83000.0,First Owner,Manual,2021,17.03,1462.0,1462.0,10326.0,7.95,-0.0453603910171965
1114,2020 Maruti Wagon R LXI,Nov-20,Comprehensive,Petrol,5,32000.0,First Owner,Manual,2020,998.0,6705.0,6705.0,90.0,5.1,-0.04618225636360094
1115,2018 Maruti Baleno Alpha Diesel,Nov-18,Comprehensive,Diesel,5,88000.0,Second Owner,Manual,2018,27.39,1248.0,1248.0,74.0,5.9,-0.04595155731899618
1116,2012 Maruti Swift Dzire LXI,Nov-12,Third Party insurance,Petrol,5,105885.0,First Owner,Manual,2012,1197.0,8850.0,8850.0,113.0,3.27,-0.04670998042813431
1117,2017 Honda WR-V i-DTEC VX,Jun-17,Zero Dep,Diesel,5,93774.0,First Owner,Manual,2017,25.5,1498.0,1498.0,986.0,7.15,-0.04559109006180125
